id,FIN,cafo_name,geometry,satellite_name,county,city_town,Latitude,Longitude
577,23554,,POINT (-90.28795937128756 44.82896602086026),Lynn Enterprises-Hollow Farm,Marathon,BRIGHTON,44.82896602086030,-90.28795937128760
578,23554,,POINT (-90.2893010645429 44.831617951132685),Lynn Enterprises-Sheldon Farm,Marathon,BRIGHTON,44.831617951132700,-90.2893010645429
579,46122,,POINT (-89.07748774975626 43.12526628997169),Kersten Farms LLC-Farm (3),Dane,MEDINA,43.12526628997170,-89.07748774975630
580,23554,,POINT (-90.2872639144194 44.83757962523744),Lynn Enterprises-Heifer Barn,Marathon,BRIGHTON,44.83757962523740,-90.2872639144194
581,7089,,POINT (-89.15341374078555 43.17616064775503),Statz Brothers Inc-Long,Dane,SUN PRAIRIE,43.17616064775500,-89.15341374078560
582,23554,,POINT (-90.28303808843506 44.82973564953295),Lynn Enterprises-Willies Farm,Marathon,BRIGHTON,44.82973564953300,-90.28303808843510
583,7921,,POINT (-89.72437402609361 43.175859893006454),Wagner Dairy Farm-Beuthin,Dane,MAZOMANIE,43.17585989300650,-89.72437402609360
584,23554,,POINT (-90.28655949596438 44.85069984240488),Lynn Enterprises-Highway West,Marathon,BRIGHTON,44.85069984240490,-90.28655949596440
585,23554,,POINT (-90.27673779600711 44.85043015716778),Lynn Enterprises-Greg Lynn Farm,Marathon,BRIGHTON,44.85043015716780,-90.27673779600710
586,7921,,POINT (-89.70641627360821 43.11755281282508),Wagner Dairy Farm-Zander,Dane,CROSS PLAINS,43.11755281282510,-89.70641627360820
587,16432,,POINT (-90.15707040701874 45.034771237942316),Miltrim Farms Inc-Old Dairy,Marathon,BERN,45.03477123794230,-90.15707040701870
588,23547,,POINT (-88.8601412446805 42.86813291290041),Pond Hill Dairy LLC-Farm 2,Jefferson,KOSHKONONG,42.86813291290040,-88.8601412446805
589,23551,,POINT (-89.26409086012363 44.94244043630781),Schairer Farms-Steer Lot,Marathon,NORRIE,44.94244043630780,-89.26409086012360
590,7921,,POINT (-89.6262798889632 43.16755094954275),Wagner Dairy Farm-Dresen,Dane,BERRY,43.16755094954280,-89.6262798889632
591,23546,,POINT (-89.3102643297438 44.505209601886826),Gordondael Farms Inc-Hog Farm,Portage,NEW HOPE,44.505209601886800,-89.3102643297438
592,49497,,POINT (-89.140498441657 43.15292835998864),R Acres Rademacher-Alice Farm,Dane,SUN PRAIRIE,43.15292835998860,-89.140498441657
593,23547,,POINT (-88.86638352066548 42.88637878458847),Pond Hill Dairy LLC-Farm 5,Jefferson,KOSHKONONG,42.88637878458850,-88.86638352066550
594,49497,,POINT (-89.12778774021216 43.15498592213307),R Acres Rademacher-Veith Farm,Dane,MEDINA,43.15498592213310,-89.12778774021220
595,42347,,POINT (-88.84000991417275 43.07421875671096),Dean Eggs dba Nature Link Farms-Hermann Farm,Jefferson,AZTALAN,43.07421875671100,-88.84000991417280
596,52291,,POINT (-89.30200020478702 43.23451259904669),Manthe Feed & Grain-Drews Facility,Dane,Windsor,43.23451259904670,-89.30200020478700
597,14140,,POINT (-89.34034430553653 42.69059248855567),Larson Acres Inc-Heifer Facility,Rock,MAGNOLIA,42.69059248855570,-89.34034430553650
598,43612,,POINT (-89.5216408977776 42.87688047880475),Prairieland Dairy-Home Farm,Dane,MONTROSE,42.87688047880480,-89.5216408977776
599,43612,,POINT (-89.51267566492182 42.8932626829194),Prairieland Dairy-Heifer Facility,Dane,MONTROSE,42.8932626829194,-89.51267566492180
600,14768,,POINT (-87.66965548172475 44.54449328842174),Da Ran Dairy LLC-Satellite,Kewaunee,LUXEMBURG,44.54449328842170,-87.66965548172480
601,25828,,POINT (-87.68302172026303 44.3954217735413),Rolling Hills Dairy-Christoff Site,Kewaunee,FRANKLIN,44.3954217735413,-87.68302172026300
602,33947,,POINT (-88.37305829106982 44.63220825161336),Betley Farms - Ridge Farm,Shawano,LESSOR,44.63220825161340,-88.37305829106980
603,33947,,POINT (-88.35305591052696 44.613338659128146),Betley Farms - Heifer Park Farm,Shawano,MAPLE GROVE,44.61333865912820,-88.35305591052700
604,15050,,POINT (-89.15820195079324 44.97434744195169),Matsche Farms-Korbisch Pit,Shawano,ANIWA,44.97434744195170,-89.15820195079320
605,13505,,POINT (-90.71135647653037 42.81020372437602),Majestic View Dairy LLC-Clements Farm,Grant,SOUTH LANCASTER,42.81020372437600,-90.71135647653040
606,35713,,POINT (-89.66094035614562 42.717122918912395),Valley Mead Farm LLC-Alvin Farm,Green,WASHINGTON,42.7171229189124,-89.66094035614560
607,44060,,POINT (-90.31145696737438 42.68348930681381),DC Kamps-Nursery Farm,Lafayette,ELK GROVE,42.68348930681380,-90.31145696737440
608,44595,,POINT (-90.7212390093894 42.80584011061006),Wolf L&G Farms LLC-Mckelvey Farm,Grant,SOUTH LANCASTER,42.80584011061010,-90.7212390093894
609,31968,,POINT (-90.58662343959136 42.67724733290466),Kieler Farms Inc-Waterman Farm,Grant,PARIS,42.67724733290470,-90.58662343959140
610,31968,,POINT (-90.59388490724747 42.70678636860459),Kieler Farms Inc-Stanton Ridge Farm,Grant,HARRISON,42.70678636860460,-90.59388490724750
611,31968,,POINT (-90.5677915669434 42.66179852159962),Kieler Farms Inc-Home Farm,Grant,PARIS,42.66179852159960,-90.5677915669434
612,31968,,POINT (-90.57857711710501 42.715263954015775),Kieler Farms Inc-Maple Ridge Farm,Grant,HARRISON,42.715263954015800,-90.578577117105
613,31967,,POINT (-89.43532074635289 42.728492148945904),Plainview Stock Farm Inc-Detra Farm,Green,ALBANY,42.728492148945900,-89.43532074635290
614,13505,,POINT (-90.68492039461718 42.82723463821385),Majestic View Dairy LLC-County Farm,Grant,SOUTH LANCASTER,42.82723463821390,-90.68492039461720
615,11788,,POINT (-89.96699945644308 42.639880365934715),Cottonwood Dairy LLC-Heifer Facility,Lafayette,WIOTA,42.63988036593470,-89.96699945644310
616,31968,,POINT (-90.56070232607536 42.66132428887818),Kieler Farms Inc-Little Platte Lane Facility,Grant,PARIS,42.66132428887820,-90.56070232607540
617,31968,,POINT (-90.59145686689402 42.70059217352739),Kieler Farms Inc-Stanton Farm,Grant,HARRISON,42.70059217352740,-90.59145686689400
618,44595,,POINT (-90.70151687105319 42.78231426811718),Wolf L&G Farms LLC-Pitts Feedlot (Pasture) Farm,Grant,SOUTH LANCASTER,42.78231426811720,-90.7015168710532
619,44595,,POINT (-90.6962469139785 42.78171229682585),Wolf L&G Farm LLC-Praire View Swine Farm,Grant,SOUTH LANCASTER,42.78171229682590,-90.6962469139785
620,5118,,POINT (-90.26222934714959 42.797538776814534),Hidden Valley Farms Inc-Summer Parlor,Lafayette,KENDALL,42.79753877681450,-90.2622293471496
621,31968,,POINT (-90.57825539735369 42.689819178971774),Kieler Farms Inc-Cornelia Farm,Grant,HARRISON,42.689819178971800,-90.57825539735370
622,35713,,POINT (-89.61002581526434 42.761274624964265),Valley Mead Farm LLC-Freitag,Green,WASHINGTON,42.761274624964300,-89.61002581526430
623,44595,,POINT (-90.70578345906866 42.783638858512575),Wolf L&G Farms Inc-Pitts Finisher Farm,Grant,SOUTH LANCASTER,42.783638858512600,-90.70578345906870
624,31968,,POINT (-90.59024398419841 42.732343982962675),Kieler Farms Inc-Travis Farm,Grant,HARRISON,42.73234398296270,-90.5902439841984
625,32531,,POINT (-91.08605343930812 42.89403415511455),Clark View Farms LLC-Irish Farm,Grant,BLOOMINGTON,42.89403415511460,-91.08605343930810
626,44595,,POINT (-90.71069705118047 42.7798955727112),Wolf L&G Farms LLC-Bailey Farm,Grant,SOUTH LANCASTER,42.7798955727112,-90.71069705118050
627,44595,,POINT (-90.70470135151471 42.758945145216146),Wolf L&G Farms LLC-Case Farm,Grant,POTOSI,42.75894514521620,-90.70470135151470
628,32532,,POINT (-89.42299137662128 42.54487472009143),Williams Bedrock Bovines Inc-Jeff's Farm,Green,SPRING GROVE,42.54487472009140,-89.42299137662130
629,13505,,POINT (-90.6643371187218 42.873578345706015),Majestic View Dairy LLC-Seemeyer Farm,Grant,LIBERTY,42.873578345706000,-90.6643371187218
630,44595,,POINT (-90.76820073624603 42.77825987640031),Wolf L&G Farms LLC-Hurricane Finisher Farm,Grant,SOUTH LANCASTER,42.77825987640030,-90.76820073624600
631,74574,,POINT (-88.68048683648514 44.854552352007914),Paiser Family Dairy LLC-Kroenke Farm,Shawano,RICHMOND,44.85455235200790,-88.68048683648510
632,21912,,POINT (-87.47829785450583 44.55574231742153),EBERT DAIRY ENTERPRISES LLC-Longfellow Site,Kewaunee,PIERCE,44.55574231742150,-87.47829785450580
633,21912,,POINT (-87.51168986821352 44.587898320924495),EBERT DAIRY ENTERPRISES LLC-K Farm,Kewaunee,PIERCE,44.587898320924500,-87.51168986821350
634,50547,,POINT (-88.24139029356766 44.190657918922184),Seven Oaks Dairy LLC-Marx Site,Calumet,WOODVILLE,44.19065791892220,-88.24139029356770
635,9798,,POINT (-88.10797646696261 44.37111602750679),Thompsons Gold Dust Dairy-Vanderlinden,Brown,ROCKLAND,44.37111602750680,-88.10797646696260
636,15050,,POINT (-89.21320325979535 44.90224666217586),Matsche Farms Inc - Western Ave Pit,Shawano,BIRNAMWOOD,44.90224666217590,-89.21320325979540
637,50447,,POINT (-87.92496923990117 44.40979565034045),LedgeView Farms LLC-Glenmore Site,Brown,GLENMORE,44.40979565034050,-87.92496923990120
638,81110,,POINT (-89.001710496193 45.059354688437836),Evergreen Dairy Resort LLC-Menting Site,Langlade,NORWOOD,45.05935468843780,-89.001710496193
639,45793,,POINT (-88.04723123546783 45.03908011808433),Coleman Ponderosa LLC - Brye Farm,Marinette,POUND,45.03908011808430,-88.04723123546780
640,55293,,POINT (-88.06147925206338 44.217832719644974),Woldt Farms LLC-Kelsey's Pit,Calumet,BRILLION,44.217832719645000,-88.06147925206340
641,32863,,POINT (-87.98414522357604 45.26567256790731),Van De Walle Farms - Satellite WSF,Marinette,STEPHENSON,45.26567256790730,-87.98414522357600
642,32863,,POINT (-87.90646109937006 45.22095862283891),Van De Walle Farms LLC - Pioneer Farm,Marinette,LAKE,45.22095862283890,-87.90646109937010
643,-1,Door extra point 1,"POINT (-87.39939, 44.74324)",,Door,,44.74324,-87.39939
644,-1,Door extra point 2,"POINT (-87.45336, 44.79502)
",,Door,,44.79502,-87.45336
645,-1,Door extra point 3,"POINT  (-87.58423, 44.73556)",,Door,,44.73556,-87.58423
646,-1,Door extra point 4,"POINT  (-87.59583, 44.69306)",,Door,,44.69306,-87.59583
647,-1,Door extra point 5,"POINT  (-87.64844, 44.75496)",,Door,,44.75496,-87.64844
648,-1,Door extra point 6,"POINT  (-87.46434, 44.70105)",,Door,,44.70105,-87.46434
